Keyword,Category,Time Created,Title,Author,Content
Covid-19,NATION,2021-09-14 19:17:00,Another two Penang markets shut down due to Covid-19,Audrey Dermawan,"['GEORGE TOWN: Two markets here, the Lebuh Cecil and the Chowrasta markets, have been closed after Covid-19 cases were reported among traders and workers there.', 'According to the Penang Island City Council, the closure of the Lebuh Cecil market involved 182 stalls in the wet market section.', 'As for the Chowrasta market, the closure involved 157 stalls in the market proper, 56 stalls in the food complex, as well as the 62 temporary hawkers outside the premises.', '""There are eight positive Covid-19 cases at the Lebuh Cecil market and 14 positive Covid-19 cases at the Chowrasta market.', '""The closures, with immediate effect, until indefinitely, are to facilitate disinfection and sanitisation works,"" it said today.', 'According to the council, Covid-19 risk assessments will be jointly carried out by it and the state Health Department at both locations.', '""This is necessary to prevent the spread of the covid-19,"" it added.', 'The latest closures came less than a week after the Farlim market and food complex in Bandar Baru Air Itam were instructed to close after 18 people were found to have contracted the virus.', 'Several markets statewide have been ordered to close following positive Covid-19 cases involving traders and workers.', 'Among them were the Padang Tembak market, the Seberang Jaya Market, the Mak Mandin market, Pulau Mutiara wholesale market, Chai Leng Park market, Jalan Perak market and Bukit Mertajam market.', 'Penang has been reporting consistent four-digit daily Covid-19 positive cases in recent weeks.', '', 'Farlim market, food complex latest to close due to Covid-19', 'No new Covid-19 cases among firefighters in Penang', 'Batu Lanchang market ordered to close again due to Covid-19 cases', '', '', '', '', '', '', '', '', '']"
Covid-19,NATION,2021-09-14 19:21:00,"MMA: Outsource Covid-19 assessment centres, hotlines in Sarawak to GPs",Veena Babulal,"['KUALA LUMPUR: Covid-19 assessment centres and hotlines in Sarawak should be outsourced to general practitioners (GPs) so that home quarantined patients can be monitored more effectively, says the Malaysian Medical Association (MMA).', 'MMA president Dr Koh Kar Chai said the Klang Valley and several other states had outsourced centres and hotlines to private GPs when Covid-19 cases surged.', '""We are surprised as to why it isn\'t being implemented in Sarawak especially now when cases have risen exponentially in the state. There are 244 private GP clinics in Sarawak.', '""The case count will be too high for the state\'s CAC staff to effectively manage. Two days ago (Sept 12), there were close to 30,000 Category 1 and 2 patients reported to be on home quarantine in Sarawak,"" Dr Koh said in a statement today.', 'He said the Sarawak Health Department and the State Disaster Management Committee (SDMC) should immediately look into outsourcing the CACs and monitoring of Category 1 and 2 home quarantined patients to effectively prevent late admissions of severe Covid-19 and Brought In Dead (BID) cases.', 'Sarawak reported two Brought In Dead (BID) cases on Sept 12. They were young men aged 38 and 46 without any underlying health conditions.', ""Sarawak United People's Party (SUPP) Women chief Kho Teck Wan had previously suggested that the authorities consider outsourcing the centre and the hotline to prevent the escalation of conditions or complications among patients under home quarantine."", '', 'Azalina returns as deputy speaker, temporarily', '[LIVE] Special meeting of the Fourth Session, 14th Parliament afternoon session | 15 September 2021', 'Zahid cannot be held liable for what his brother promised, lawyer submits', '', '', '']"
Covid-19,NATION,2021-09-14 20:05:00,"MoU sees boost for Covid-19 fight, financial aid, judiciary independence, MA63 implementation",Teh Athira Yusof,"['KUALA LUMPUR: Half of the National Recovery Council must comprise experts from both the public and private sectors, appointed by the government as well as the opposition bloc.', 'The remaining members of the council are to be equally divided among government lawmakers and opposition members of parliament.', 'This is part of the Covid-19 empowerment plan as contained in the Political Transformation and Stability memorandum of understanding (MoU) signed between the government and Pakatan Harapan.', 'Both parties in the document also agreed to create a steering committee involving five government representatives to be named by the Prime Minister Datuk Seri Ismail Sabri Yaakob and another five opposition representatives to act as consultants, facilitators and legal representatives.', 'The status of the steering committee will be enforced throughout the MoU period with terms agreed by both parties and the committee will meet at least once every two weeks or according to the schedule agreed by both sides.', 'The MoU adds that the government will also seek Parliamentary approval to increase the Covid-19 fund limit by RM45 billion from the RM65 billion approved last year, making it RM110 billion.', 'The increase in financial allocation will assist in the additional need to address the Covid-19 pandemic. This is by strengthening the health system, improving help to the people and supporting business sustainability.', 'Additional allocation will be made available to screen for Covid-19 infections, close contact tracing and isolation of those found positive or find, test, trace, isolate, support and vaccinate (FTTIS+V), the MoU revealed.', ""The document adds that the government will also strengthen existing health system such as increasing medical personnel number as well as adding intensive health care unit capacity, including coordinating patients' admission process from public to private hospitals in line with the whole of nation approach."", 'To continue to help the people, the MoU said, RM10 billion cash aid will be channelled to 11 million recipients in the second half of 2021.', 'The cash aid will be continued next year for B40 groups covering targeted help to hardcore poor, urban poor and M40 group who lost their income.', 'The Covid-19 Fund will assist in incentives involving the hiring of workers and increased funding for small and medium enterprises (SME) including informal and micro businesses, to ensure the continuity of business and economic recovery.', 'The MoU also revealed that six million vaccine doses are expected to arrive this month, to expedite the Covid-19 National Immunisation Programme.', 'The agreement also states that efforts will be undertaken for the exemption of interest payments involving moratorium on bank loans to the bottom 50 per cent of Malaysians for three months in the fourth quarter of this year.', 'It also mentioned judiciary institution independence, institution transformation and good governance to ensure a more conducive environment for the people and country.', 'On the Malaysia Agreement 1968 (MA63), it was stated in the MoU that efforts would strengthen on matters as contained in the agreement and its related documents.', '#KW: MoU, Covid-19, financial aid, judiciary independence, MA63', '', 'PM explains why Muhyiddin is NRC chairman', ""PM offers 'leadership opportunity' to Opposition"", 'Penang government, CREST collaborate on SOP measures to safeguard SMEs', '', '', '', '', '', '', '', '', '']"
Covid-19,NATION,2021-09-14 20:16:00,Seven localities to start EMCO on Malaysia Day,Dhesegaan Bala Krishnan,"[""KUALA LUMPUR: Seven localities will come under Enhanced Movement Control Orders (EMCO starting Thursday following the Health Ministry's risk assessment and Covid-19 infection trend in these areas."", 'National Security Council (NSC) director-general Datuk Rodzi Md Saad said all seven localities would be placed under EMCO for two weeks until Sept 29.', ""Five of these localities are in Sabah: Kampung Kirangawan (Darat and Tengah) and Kampung Pinatau in Kota Marudu; Kampung Nuntunan Apin-Apin in Keningau; Kampung Lungkidau in Ranau; and, Ladang Boustead Ruku-Ruku workers' residence in Telupid."", 'The other two localities are Kampung Tementong, Mukim Cheka 1 in Lipis, Pahang and Kampung Bahagia, Mukim Batu Mengkebang in Kuala Krai, Kelantan.', 'Rodzi also said the EMCO at Kampung Badong Dalam and Kampung Permatang Durian in Bebar sub-district in Pekan would be extended for another two weeks until Sept 29.', 'The EMCO in both localities were initially slated to end tomorrow.', 'Rodzi added that the EMCO would be lifted from six localities in Sabah tomorrow: Taman Ria Height in Tawau; Kampung Narawang and Kampung Mininsalu Baru (Pasir Putih) in Ranau; and, Kampung Labuan, Kampung Ambong Tolus and Kampung Rampayan Laut in Kota Belud.', '', 'Fully vaccinated university students can return to campus in stages', 'Selangor proposes only essential economic sectors open - MB', 'Mentari Court residents celebrate end of EMCO', '', '', '', '', '', '', '', '', '']"
Covid-19,WORLD,2021-09-14 20:48:00,UK to start Covid vaccine booster programme,AFP,"['LONDON: Frontline health and social care workers, older people and the clinically vulnerable in Britain will start to receive a booster jab against Covid 19 from next week, the government said on Tuesday.', 'Health minister Sajid Javid told parliament he had approved a recommendation from advisory body the Joint Committee on Vaccination and Immunisation (JCVI) to start the programme.', 'He also approved a controversial proposal to offer jabs to children aged 12-15 as concern mounts about the spread of the virus in schools.', 'JCVI chairman Wei Shen Lim earlier said the programme would be introduced to provide extra protection as the winter months approach.', 'Covid infection rates remain stubbornly high in Britain, despite a mass vaccination programme that has seen some 81 per cent of all adults receive two doses of a vaccine.', 'And there remains concern that as the weather turns colder and social mixing increases indoors, Covid and other respiratory diseases such as seasonal flu will run rampant.', 'The government has contingency plans to reintroduce measures including working from home and mask wearing should cases spiral and put health services under severe pressure, Javid told lawmakers.', '""Any responsible government must prepare for all eventualities,"" he said. ""We must stay vigilant as we approach this critical chapter.""', 'Lim said data indicated a ""small decrease"" in Covid vaccine effectiveness after the second dose from ""a little over 90 per cent to a little under 90 per cent.""', 'The most marked decrease was in people over 50, making it prudent to give them and other at-risk groups a third ""booster"" shot.', 'He told a news conference the aim was to ensure ""levels of protection will be higher during the coldest months of the year"", in line with a number of other countries.', ""The head of Britain's Medicines and Healthcare products Regulatory Agency (MHRA), June Raine, said the Pfizer, Moderna and AstraZeneca vaccines could all be used."", 'Preference was given to Pfizer and Moderna, the latter of which will be given as a half dose. The jabs can be administered at the same time as flu vaccines, she added.', ""England's deputy chief medical officer Jonathan Van-Tam said latest estimates were that Britain's vaccination programme had averted some 24 million cases of Covid and 112,000 deaths."", 'But he warned that winter could still be ""bumpy"" at times and there was a need to ""stay on top of things"" with a booster jab programme as the pandemic was still active.', '""It\'s better to be pre-emptive, to prepare and plan for the worst possibilities,"" he told reporters, likening it to putting extra guide ropes on a tent before a storm hits. - AFP', '', 'Walk in vaccinations in Klang Valley to end after Sept 15', 'Health Ministry: More than 50pc have completed their vaccinations', 'Covid-19 vaccination for teenagers can start after herd immunity', '', '', '', '', '', '', '', '', '']"
Covid-19,LETTERS,2021-09-15 00:04:00,Business communities helping to promote vaccination drive, ,"['LETTERS: I had my second dose of the Covid-19 vaccine at the Ideal Convention Centre in Shah Alam on July 12. I felt so relieved. In my hurry to get home, I accidentally dropped my vaccination card somewhere in the centre.', 'Soon after the second jab and on my way home, my digital certificate appeared in the MySejahtera app. I was happy to see the official certification so soon after the second dose. The vaccination drive was well run.', 'On Aug 30, I received a message on my WhatsApp from a centre based in Midvalley informing me that my card was in their possession and they asked me to collect it as soon as possible. I was happy to know the card was not lost.', 'Nevertheless, at that time, Subang Jaya as a city in Selangor was still in Phase One of the Movement Control Order (MCO). Although Midvalley is not so far from Subang Jaya, the MCO forbade travelling from Subang Jaya to the Federal Territories, a classic case of so near and yet so far.', 'In the meantime, the number of Covid-19 cases had decreased since the beginning of September for Selangor and the Federal Territories, and the authorities saw it fit to upgrade the states to Phase Two from Sept 10.', 'The good news was received with joy and elation. I too took the opportunity to head towards Midvalley on Sept 11 to collect my card.', 'It was hassle-free. From the stacks of lost cards, I realised that many people were like me in that we can be careless at times. I found that the famous shopping mall was full of shoppers. Parking lots were full.', 'People were just waiting to come out after more than 110 days under the MCO. Being an avid reader, one of the first places I went to was the bookshop.', 'I bought three books, one by Ben Cohen titled The Hot Hand. The other two were The Right Side of History by Ben Shapiro and The Bomber Mafia by the famous author Malcolm Gladwell. Of the three, the one by Gladwell was the most expensive. The cashier told me if I was a member, I could get a 25 per cent discount. I told her I was not.', 'The next question she asked was if I had completed my two doses of vaccine. I did, and that entitled me to a 15 per cent discount on the latest book by Gladwell.', 'I felt so glad. The business community really knows how to cash in on the vaccination drive that is still in place, and those who have responded to the drive can get unexpected benefits.', 'I am sure there are more privileges for those who have completed their Covid-19 vaccination. In this connection, we sincerely hope Malaysia will achieve herd immunity before the end of this year.', 'We all look forward to a better year ahead with a more thriving economy and a pandemic well under control.', 'DR KOH AIK KHOON', 'Subang Jaya, Selangor', '', ""The views expressed in this article are the author's own and do not necessarily reflect those of the New Straits Times"", '', 'Fancy having your home sanitised by a clown?', 'Penang government, CREST collaborate on SOP measures to safeguard SMEs', ""70 per cent of Penang's Covid-19 cases originated from workplace clusters"", '', '', '', '', '', '', '', '', '']"
Covid-19,COLUMNISTS,2021-09-15 00:05:00,Coping with Covid-19 in the endemic phase,Dr Ravichandran Manikam,"[""WE have turned a corner! Malaysia's Covid-19 cases continue to drop, with the accelerated pace of vaccine coverage."", 'Vaccination coverage for the adult population increased significantly to 72 per cent, as of Sept 10. This is among the best in the world. Once the coverage reaches 80 per cent, the vaccination of teenagers can begin.', 'Since the pandemic began last year, we got used to the new normal. Masking, physical distancing, frequent hand-washing and the use of hand sanitisers are now second nature to us.', 'Though we see more positive cases, the Category 3 to 5 Covid-19 cases have been reduced in states with a high percentage of vaccinated people. Vaccines have proven to be effective, irrespective of the type.', 'Doubtless, the virus is going to be in the community longer than we think. The mottos --- No vax, no job; No vax, no class; and No vax no travel, are emblematic of the way of life in the new normal.', 'Even after vaccination, regular self-testing with saliva-based antigen tests will be indispensable to keep infections under control.', 'The Covid-19 vaccination provides three benefits.', ' FIRST, it protects us from severe infection and prevents death due to covid-19. ', 'SECOND, vaccination decreases transmission since the viral load decreases in vaccinated people, as stated in an article published in the March issue of Nature Medicine.', 'THIRD, vaccination does give protection even against variants of SARS-CoV-2.', 'Variants have increased virus transmission, particularly Delta, however, the good news is that there are no variants of high consequence to date.', 'Admittedly, breakthrough infections do occur even in fully vaccinated people. However, the severity of the disease is mild. Hence, we should not let our guard down even after vaccination. We should follow the standard operating procedure (SOP).', 'Once vaccination coverage has been completed, we will enter the endemic phase. An endemic disease is one that is regularly found among people or in a specific area.', 'An example of an endemic disease is dengue in Malaysia. Although we shall soon win the war against Covid-19, we would have to live with the virus among us.', 'How can we live with this virus? No worries, we have had our training to cope with this new normal since March 2020; the whole population has got used to the SOP.', 'In addition to vaccination, here are four strategies to ensure our health and mental wellbeing in the endemic phase.', 'FIRST, we should maintain a healthy diet that is rich in fruits and vegetables, lean protein and whole grains. Zinc and vitamins C and D are known to help fight respiratory diseases and enhance healing. ', 'SECOND, those suffering from non-communicable diseases, such as diabetes, obesity and heart problems, should go for regular health check-ups to monitor blood pressure and blood glucose levels.', 'THIRD, we should avoid getting stressed. We should stay relaxed and have confidence in ourselves that we can beat this scourge. Staying positive and mindful, and exercising, such as yoga, coupled with seven to eight hours of sleep daily should help us build up our immunity.', 'The bottom line is that if you follow the SOP, you will not get the disease.', 'FOURTH, we should minimise shopping trips and complete them in a short time. It may even be better to shop online. And we should ensure proper ventilation at the home and workplace to prevent the spread of infection.', 'Researchers too have a role to play in our safety. They should accelerate development of pan-coronavirus vaccines and therapeutics, step up genomic surveillance of the virus at all entry points to know the status of variants, and systematically carry out seroepidemiological studies on the vaccinated population.', 'The writer is the dean of the Faculty of Applied Sciences, AIMST University and chairman of the Covid-19 Task Force', '', 'Covid-19 vaccination for teenagers can start after herd immunity', 'Declining vaccination rates a good sign, says Mosti', 'Covid -19 cases see a slight dip', '', '', '', '', '', '', '', '', '']"
Covid-19,COLUMNISTS,2021-09-15 00:05:00,Konfrontasi was not fought in vain,Dr Adam Leong Kok Wey,"['MALAYSIA recently celebrated its 64th Independence Day on Aug 31, albeit mutedly due to the ongoing Covid-19 restrictions. Malaysia Day falls tomorrow.', 'However, the formation of Malaysia was parlous and the young state fought a ""small undeclared war"" to preserve its sovereignty, known as the Indonesia-Malaysia Confrontation, or Konfrontasi.', 'It started as soon as Malaysia, consisting of Malaya, Sabah, Sarawak and Singapore, was formed on Sept 16, 1963.', ""Indonesia under president Sukarno opposed the formation of Malaysia. He saw it as a British strategy, covertly supported by the United States, to contain Indonesia's geopolitical ambitions in the region."", 'The Philippines was also against the formation of Malaysia as it claimed parts of Sabah, and broke off diplomatic relations while Sukarno launched a ""Ganyang Malaysia"" campaign, utilising military and international perception-shaping operations.', 'The first major combat action of the Konfrontasi, the Battle of Long Jawai, was on Sept 28, 1963.', 'Twenty-one Malaysian border scouts, six British Gurkhas and two police field force personnel were attacked by 200 Indonesian soldiers at Long Jawai oupost, 48km from the Sarawak-Kalimantan border.', 'The British-Malaysian force was defeated and the Indonesians executed 10 captured Malaysian border scouts. The Indonesian military continued cross-border raids in Sarawak and Sabah from Kalimantan through the porous mountainous and jungle borders. This was countered by Malaysian security forces, aided by a strong contingent of Commonwealth forces, mostly from Britain, Australia and New Zealand.', 'The Malaysian and Commonwealth forces used similar counterinsurgency tactics and operational concepts employed during the Malayan Emergency, due to the similar topographical nature of Borneo and the small-scale raiding nature of the campaign.', ""One was codenamed Claret, which involved dangerous cross-border intelligence-gathering missions and later, track-and-ambush operations in Indonesia's Kalimantan."", 'The British 22nd Special Air Service Regiment (SAS) (and an Australian SAS squadron and a troop from New Zealand SAS) conducted numerous cross-border operations in support of Claret. These operations are still studied at military staff colleges around the world.', 'Indonesia also attempted to open a second front by launching commando raids on Peninsular Malaysia from mid-1964, amphibious raids on coastal areas of Johor and Singapore on Aug 17, 1964, and parachuting in commandos on Sept 2 to conduct subversion and sabotage attacks.', 'These were disrupted and destroyed by Malaysian and Commonwealth forces.', 'Malaysia also conducted a whirlwind of diplomatic visits between 1964 and 1965, to gather support for the newly formed country, led by the then deputy prime minister, Tun Abdul Razak Hussein, and Singapore chief minister, Lee Kuan Yew.', ""This contributed to the foundation of contemporary Malaysia's grand strategy of utilising diplomacy to resolve international issues peacefully."", 'Meanwhile, Sukarno was replaced by Suharto at the end of 1965 after a failed coup. The Konfrontasi lasted until 1966, when Suharto decided to explore options in ending the conflict.', 'Indonesia and Malaysia held peace talks leading to the conclusion of the Konfrontasi with the signing of a peace treaty in Bangkok on May 28, 1966. During the Konfrontasi, Malaysian and Commonwealth security forces lost 114 men.', 'The end of Konfrontasi led to the formation of Asean in 1967. Asean enabled three of its five pioneer members, Malaysia, Indonesia and the Philippines, to reconcile relations. Asean now includes all Southeast Asian states, and has performed well in managing regional economic and security issues. Indonesia, the Philippines and Malaysia are close partners today.', 'The three nations launched the Trilateral Maritime Patrol in June 2017, enabling Malaysia, Indonesia and the Philippines to conduct joint sea and air patrols in the Sulu Sea to counter kidnappings and piracy.', 'Indonesia, Malaysia and Singapore also initiated the Malacca Strait Sea Patrol in 2004, which was later became the Malacca Strait Patrol, with Thailand officially joining in 2008.', 'Sir Basil Henry Liddell Hart (1895-1970), the military strategist who wrote Strategy (first edition in 1941; second revised edition in 1954), had posited that: ""The object of war is a better state of peace.""', 'The Konfrontasi was not fought in vain. It catalysed a peaceful, prosperous and cohesive Southeast Asia today.', 'The writer is an asociate professor in strategic studies and deputy director of research at the Centre for Defence and International Security Studies, National Defence University of Malaysia', '', 'Azalina returns as deputy speaker, temporarily', '[LIVE] Special meeting of the Fourth Session, 14th Parliament afternoon session | 15 September 2021', 'Zahid cannot be held liable for what his brother promised, lawyer submits', '', '', '']"
Covid-19,COLUMNISTS,2021-09-15 00:08:00,EU-like 'green deal' for Asean,Dr. Sameer Kumar,"['WHILE the pandemic has hit our lives hard, another crisis, climate change, has been looming over our heads for quite some time.', 'The last five years have been among the warmest on record. Left unchecked, this crisis has the potential for even greater long-term effects, which include endangering the lives of future generations.', 'Substantial investments in sustainable, pollution-reduction technologies are required to reduce emissions and meet other climate commitments by 2030.', 'Southeast Asia is one of the most vulnerable regions to climate change. It has done well so far in adhering to the Paris Agreement targets.', 'Nonetheless, while all Asean nations have signed both the Paris Agreement and The United Nations Framework Convention on Climate Change, some of the least-developed Asean nations have voluntary emission targets, which may give room for these nations to falter on commitments.', ""Greenhouse gases, such as carbon dioxide, nitrous oxide, methane and others, in the proper proportion, maintain the earth's temperature at about 15°C. However, excess gases increase temperatures as more heat remains trapped on to the earth's atmosphere."", 'The excess heat melts polar ice, swells ocean waters, causes heat waves and generally destabilises the delicate ecological balance, which leads to floods, droughts and forest fires.', 'The post-World War 2 industrial revolution has created comforts, such as cars, aircraft, better buildings, roads, healthcare and other amenities.', ""However, these same buildings and vehicles have also spewed massive amounts of CO2 and other greenhouse gases into the air, resulting in the sharp rise of the earth's temperature."", 'When burnt, fossil fuels release CO2, which is a prime cause of the greenhouse effect. In addition, 44 per cent of livestock emissions occur in the form of methane. Efforts are currently underway to cut these emissions to decelerate the rising earth temperature.', 'The question is — are current initiatives enough? Studies have indicated that there is 95 per cent chance that, without proper interventions, the temperature of earth may rise above 2 °C. Such an event would wreak havoc, flooding coastal cities, causing droughts, forest fires and other ecological imbalances.', 'The Green Deal unveiled by the European Commission in December 2019 aims to make Europe carbon-neutral by 2050.', 'European Commission president Ursula von der Leyen dubbed the €1 trillion Green Deal ""Europe\'s man on the moon moment"". Through its specific policies and instruments, the EU aims to lower emissions of greenhouse gases from vehicles and industrial houses, while simultaneously investing in cutting-edge research and innovation for cleaner production, flood defences and drought-tolerant crops.', 'A low-carbon economy would not jeopardise prosperity, but rather improve quality of life through cleaner water and air, and a thriving biodiversity. The European Green Deal is working in unison with the Climate Action (SDG Goal 13) and the Paris Climate Agreement to keep global temperature rise contained to below 2°C from pre-industrial levels.', ""The Covid-19 pandemic has only strengthened the EU's resolve. A sizable proportion of funds from the NextGenerationEU, a €800 billion post-Covid-19 recovery plan, is earmarked for fighting climate change and protecting biodiversity."", ""So how can an EU-like Green Deal help the Asean region? First, such a commitment would make it mandatory for all Asean nations to meet climate targets. A central fund with contributions proportional to each nation's gross domestic product could be established to support clean technologies and climate protection projects for a sustainable green transition for the entire Asean region."", 'For example, a project that could be replicated is the Carbon Engineering project: a carbon-removal technology that is equal to 40 million trees sucking CO2 from the atmosphere.', 'Although deforestation needs to be contained and more trees need to be planted, simultaneous initiatives such as these would keep CO2 levels in check, while dependence on fossil fuels continue until at least 2030.', 'In welcome news, the Asian Development Bank has recently launched a US$300 million green climate fund to support its Green Recovery programme in Southeast Asia.', 'While Asean has several mechanisms, frameworks, action plans (i.e., the Asean Plan of Action for Energy Cooperation 2016-2025) in place to address climate challenges, the funds invested in these initiatives may not be sufficient given the enormous task at hand.', ""A concerted and centralised regional effort, perhaps on the scale of the EU's Green Deal, may been needed to stem climate change, biodiversity loss and pollution effects in Southeast Asia."", 'The writer is an associate professor at the Asia-Europe Institute, Universiti Malaya', '', 'Azalina returns as deputy speaker, temporarily', '[LIVE] Special meeting of the Fourth Session, 14th Parliament afternoon session | 15 September 2021', 'Zahid cannot be held liable for what his brother promised, lawyer submits', '', '', '']"
Covid-19,COLUMNISTS,2021-09-15 00:15:00,True meaning of investing,Chuah Bee Kim,"['MOST millennials invest in exchange traded funds (ETFs) and cryptocurrencies while their parents had invested in bonds, shares and real estate.', 'Have you wondered how a tech whiz would invest to grow his wealth?', 'Timothy Teoh is the interview-shy tech guy who was instrumental in building and designing successful platforms such as #pulangmengundi, #kitajagakita and Nuffnang, to name a few.', 'He co-founded pulangmengundi.com in 2018 as an initiative to help Malaysians get home to vote in the 14th General Elections. The initiative made it easy for those who needed to crowdfund for their plane and bus tickets, or carpool to get home.', 'Kitajagakita.com was another social movement that he co-founded last year at the start of the Covid-19 pandemic to help the underprivileged who found themselves in need of food aid or other assistance.', 'In fact, Teoh started off his career with Nuffnang, which was founded in 2007, as its technical director and initial web developer.', 'While some people may find the tech sector challenging as it is constantly evolving, Teoh said he was always eager to ""sharpen his saw"" and stay in the forefront of web development.', ""This can be seen during the country's AstraZeneca first opt-in registration exercise fiasco in May, when the public crashed the server of the government portal vaksincovid.gov.my."", ""Teoh's blog post dissecting the issue caught media attention and went viral."", '""When I started my career, Amazon, Facebook and Google were not as dominant as they were today. The bar was lower for smaller players, both in terms of technological standards and finding a business model.""', 'You would expect a techie to say there is a key to unlocking limitless wealth. On the contrary, Teoh does not believe in infinite prosperity and abundance.', '""A person who has made US$10 million should get a medal for winning the game of capitalism and stop there. The world doesn\'t need billionaires and we should all be concerned about the impact of inequality.""', 'He believes in diversification and that is why his portfolio comprises domestic stocks as well as passive investment.', 'He parks the bulk of his money in a robo-advisory wealth management platform.', 'When he can find the time, he invests in the stock market on his own.', '""Active investing is interesting and there is a lot to learn about the companies around you. Sometimes during conversations, local brands or products would come up and I find myself recalling trivia about the inner workings of these companies.', '""There\'s no easy solution or shortcut to doing well in the stock market as investing takes time and effort. Be it stocks, ETFs, or cryptocurrency, you need to do your homework. Don\'t depend on luck or follow the crowd.', '""Beginner investors tend to focus on big, risky \'wins\' or past performances. I have learnt it\'s just as important to make sure compounding works in your favour, not against.', '""As for cryptocurrencies, as a believer of fundamental investing, I do echo some of the concerns. It is not like equities, which may have dividend yield that acts as a natural \'floor\'. It is more like a digital commodity with exciting — but as yet unknown — potential for mainstream adoption.', '""While valuations may be uncertain, the principles are the same as investing in any company: only put in your hard-earned money if you can describe exactly what it does, why you are buying at a certain price, and what would cause you to sell,"" Teoh added.', ""The writer was a journalist with The New Straits Times before joining a Fortune Global 500 real estate company. This article is a collaboration between the New Straits Times and Tradeview, the author of 'Once Upon A Time In Bursa'."", '', 'Azalina returns as deputy speaker, temporarily', '[LIVE] Special meeting of the Fourth Session, 14th Parliament afternoon session | 15 September 2021', 'Zahid cannot be held liable for what his brother promised, lawyer submits', '', '', '']"
Covid-19,FOOTBALL,2021-09-15 08:20:00,This season's M3 is cancelled,K. Rajan,"[""THE Amateur Football League (AFL) have scrapped the M-League's third division, M3, this season due to Covid-19."", 'However, the cancellation of the M3 has raised questions over the number of teams in the second-tier Premier League next year now that there are no candidates for promotion.', 'AFL chairman Datuk Yusoff Mahadi said they will let the Malaysian Football League (MFL) decide which teams from M3 should play in the Premier League.', '""We initially wanted the competition to start in November under a sports bubble, and we had explained the plans to the M3 teams.', '""However, we had to cancel the competition due to the costs of operations, safety concerns and other obstacles,"" said Yusoff.', '""Most teams felt that having the competition in November, followed by next season in February is not ideal.', '""A lot of money needs to be spent for a short competition this year, and four months later the 2022 season starts. Most teams will be burdened.', '""The M3 teams are mostly self-funded and operate on a low budget. We don\'t want these teams to suffer financially and close shop.""', 'MFL chief executive officer Stuart Ramalingam said: ""We have been informed of the notice from AFL, and we will bring this matter to the board for a decision on the final number of teams for the Premier League.""', 'He confirmed that Premier League side Perak II are demoted to M3 after Perak were relegated from the Super League to the Premier League based on M-League regulations.', '', 'Azalina returns as deputy speaker, temporarily', '[LIVE] Special meeting of the Fourth Session, 14th Parliament afternoon session | 15 September 2021', 'Zahid cannot be held liable for what his brother promised, lawyer submits', '', '', '']"
Covid-19,OTHERS,2021-09-15 08:50:00,Asia should get more places: Arul,Jugjet Singh,"['THERE are 360 days to the Asian Games in Hangzhou, China, but only 220 training days for the national hockey team.', ""That's the time they will have in their attempt to qualify for the 2024 Paris Olympics via the Asian Games."", 'However, things might not be the same for the next Asian Games in 2026.', 'The Olympic Council of Asia (OCA) have invited Oceania countries to compete in selected sports in Hangzhou next year, and more could make their entry in the 2016 edition.', 'Hangzhou will see Oceania countries compete in volleyball, beach volleyball, basketball, football and fencing.', '""OCA have allowed Oceania countries to compete in selected sports for the 2022 Games, and more sports are expected to be included in the following Games for Oceania countries.', '""Australia (world No 2 for men and No 4 for women) and New Zealand (No 8 men and No 7 women) are two strong hockey-playing nations, and if Oceania are allowed to play in the sport at the 2026 Games, the FIH (International Hockey Confederation) must also increase the (World Cup) qualifying quota to five or six teams.', '""Europe gets a quota of six for the World Cup, and if Australia and New Zealand are allowed to play hockey at the Asian Games, FIH must increase the quota for Asia as well,"" said Arul.', 'Arul and his men have only been on the artificial pitch for the last two weeks, after finally stopping their home-based training.', '""Covid-19 has also made it difficult for teams to play international friendlies as well as tournaments right now.', '""The national team have been training on the pitch for the last two weeks only.', '""This year\'s Asian Champions Trophy is in doubt, and next year Malaysia will have a packed calendar.', '""Starting with the Malaysia Hockey League early next year, it will be followed by the Azlan Shah Cup, Commonwealth Games and finally the Asian Games.', '""In all, I have calculated that the national team will have only 220 days to train, make the Asian Games semi-finals, and qualify for the World Cup,"" said Arul.', 'Oceania were first invited by OCA to compete at the 2017 Asian Winter Games in Sapporo, Japan, but ineligible to win medals.', 'However, Oceania athletes will be eligible for medals at Hangzhou 2022.', '', 'Azalina returns as deputy speaker, temporarily', '[LIVE] Special meeting of the Fourth Session, 14th Parliament afternoon session | 15 September 2021', 'Zahid cannot be held liable for what his brother promised, lawyer submits', '', '', '']"
